ward code,ward name,local authority code,local authority name,Usual residents aged 3+,Main language is English,Language not English: Speak English very well,Language not English: Speak English well,Language not English: Cannot speak English well,Language not English: Cannot speak English
E05013616,Hanworth Village,E09000018,Hounslow,15894,12083,1648,1433,636,94
E05013617,Heston Central,E09000018,Hounslow,14023,9018,2188,1745,857,215
E05013618,Heston East,E09000018,Hounslow,11146,6811,1886,1553,731,165
E05013619,Heston West,E09000018,Hounslow,14763,9102,2399,2049,973,240
E05013620,Hounslow Central,E09000018,Hounslow,10084,5965,1943,1477,597,102
E05013621,Hounslow East,E09000018,Hounslow,8385,5312,1298,1189,502,84
E05013622,Hounslow Heath,E09000018,Hounslow,15481,9921,2287,2122,971,180
E05013623,Hounslow South,E09000018,Hounslow,13442,9965,1582,1287,515,93
E05013624,Hounslow West,E09000018,Hounslow,15259,9745,2412,1967,933,202
E05013625,Isleworth,E09000018,Hounslow,13534,10849,1299,980,354,52
E05013626,Osterley & Spring Grove,E09000018,Hounslow,14075,10447,1867,1226,474,61
E05013627,Syon & Brentford Lock,E09000018,Hounslow,11672,9051,1352,926,304,39
E05013697,Arsenal,E09000019,Islington,12605,10287,1360,627,293,38
E05013698,Barnsbury,E09000019,Islington,11506,9695,1173,392,214,32
E05013699,Bunhill,E09000019,Islington,10850,8363,1544,672,243,28
E05013700,Caledonian,E09000019,Islington,11004,8232,1533,772,418,49
E05013701,Canonbury,E09000019,Islington,12042,10092,1113,544,250,43
E05013702,Clerkenwell,E09000019,Islington,10633,8522,1329,548,216,18
E05013703,Finsbury Park,E09000019,Islington,13969,10598,1523,1064,657,127
E05013704,Highbury,E09000019,Islington,13431,11492,1174,443,262,60
E05013705,Hillrise,E09000019,Islington,14343,12005,1171,728,363,76
E05013706,Holloway,E09000019,Islington,12029,9133,1603,888,350,55
E05013707,Junction,E09000019,Islington,12586,10280,1336,669,247,54
E05013708,Laycock,E09000019,Islington,12821,10637,1189,626,308,61
E05013709,Mildmay,E09000019,Islington,13733,11499,1154,672,343,65
E05013710,St Mary's & St James',E09000019,Islington,11264,9389,1245,390,212,28
E05013711,St Peter's & Canalside,E09000019,Islington,11242,8865,1527,558,251,41
E05013712,Tollington,E09000019,Islington,13525,10908,1388,772,395,62
E05013713,Tufnell Park,E09000019,Islington,12067,9826,1301,624,278,38
E05009388,Abingdon,E09000020,Kensington and Chelsea,7961,5821,1393,570,167,10
E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,7877,5903,1371,475,121,7
E05009390,Campden,E09000020,Kensington and Chelsea,8228,6403,1276,415,109,25
E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,7284,5809,777,480,195,23
E05009392,Colville,E09000020,Kensington and Chelsea,8366,6784,904,453,188,37
E05009393,Courtfield,E09000020,Kensington and Chelsea,8020,5715,1721,443,111,30
E05009394,Dalgarno,E09000020,Kensington and Chelsea,6768,5460,608,499,174,27
E05009395,Earl's Court,E09000020,Kensington and Chelsea,8676,5900,1836,682,232,26
E05009396,Golborne,E09000020,Kensington and Chelsea,8682,6712,897,728,294,51
E05009397,Holland,E09000020,Kensington and Chelsea,8996,6556,1456,697,247,40
E05009398,Norland,E09000020,Kensington and Chelsea,5319,4422,643,198,52,4
E05009399,Notting Dale,E09000020,Kensington and Chelsea,9123,7225,797,697,363,41
E05009400,Pembridge,E09000020,Kensington and Chelsea,5227,3988,849,296,86,8
E05009401,Queen's Gate,E09000020,Kensington and Chelsea,7450,5182,1563,562,134,9
E05009402,Redcliffe,E09000020,Kensington and Chelsea,8920,6582,1714,457,148,19
E05009403,Royal Hospital,E09000020,Kensington and Chelsea,8278,6454,1313,343,150,18
E05009404,St. Helen's,E09000020,Kensington and Chelsea,6126,5208,565,244,99,10
E05009405,Stanley,E09000020,Kensington and Chelsea,8334,6571,1193,410,134,26
E05013928,Alexandra,E09000021,Kingston upon Thames,5642,4833,411,276,105,17
E05013929,Berrylands,E09000021,Kingston upon Thames,6264,5593,384,199,76,12
E05013930,Canbury Gardens,E09000021,Kingston upon Thames,7719,6223,841,448,188,19
E05013931,Chessington South & Malden Rushett,E09000021,Kingston upon Thames,9465,8441,502,350,155,17
E05013932,Coombe Hill,E09000021,Kingston upon Thames,7300,5718,855,503,205,19
E05013933,Coombe Vale,E09000021,Kingston upon Thames,9984,8161,905,596,284,38
E05013934,Green Lane & St James,E09000021,Kingston upon Thames,6623,5266,624,497,204,32
E05013935,Hook & Chessington North,E09000021,Kingston upon Thames,10401,9124,609,453,187,28
E05013936,King George's & Sunray,E09000021,Kingston upon Thames,5607,4484,505,391,200,27
E05013937,Kingston Gate,E09000021,Kingston upon Thames,10531,8815,960,503,211,42
E05013938,Kingston Town,E09000021,Kingston upon Thames,10026,8111,1039,651,198,27
E05013939,Motspur Park & Old Malden East,E09000021,Kingston upon Thames,6819,5741,502,416,145,15
E05013940,New Malden Village,E09000021,Kingston upon Thames,9554,7304,924,836,439,51
E05013941,Norbiton,E09000021,Kingston upon Thames,10680,8133,1188,939,373,47
E05013942,Old Malden,E09000021,Kingston upon Thames,6469,5323,510,423,182,31
E05013943,St Mark's & Seething Wells,E09000021,Kingston upon Thames,11381,9681,1047,470,167,16
E05013944,Surbiton Hill,E09000021,Kingston upon Thames,10377,8794,839,491,212,41
E05013945,Tolworth,E09000021,Kingston upon Thames,10665,8635,958,739,282,51
E05013946,Tudor,E09000021,Kingston upon Thames,7021,6029,644,252,91,5
E05014095,Brixton Acre Lane,E09000022,Lambeth,14952,13125,946,526,307,48
E05014096,Brixton North,E09000022,Lambeth,15827,12194,1486,1258,743,146
E05014097,Brixton Rush Common,E09000022,Lambeth,14126,11656,1088,794,487,101
E05014098,Brixton Windrush,E09000022,Lambeth,9673,8197,696,452,278,50
E05014099,Clapham Common & Abbeville,E09000022,Lambeth,9754,8761,644,226,108,15
E05014100,Clapham East,E09000022,Lambeth,9703,8346,687,452,178,40
E05014101,Clapham Park,E09000022,Lambeth,12848,10362,1120,878,414,74
E05014102,Clapham Town,E09000022,Lambeth,15143,13226,1150,497,216,54
E05014103,Gipsy Hill,E09000022,Lambeth,10254,8868,660,466,200,60
E05014104,Herne Hill & Loughborough Junction,E09000022,Lambeth,15488,13364,984,695,375,70
E05014105,Kennington,E09000022,Lambeth,14627,12030,1277,791,449,80
E05014106,Knight's Hill,E09000022,Lambeth,15894,13424,1026,913,437,94
E05014107,Myatt's Fields,E09000022,Lambeth,10767,8974,753,608,369,63
E05014108,Oval,E09000022,Lambeth,11895,9390,1180,817,413,95
E05014109,St Martin's,E09000022,Lambeth,10041,8191,746,680,360,64
E05014110,Stockwell East,E09000022,Lambeth,10111,8136,838,589,373,175
E05014111,Stockwell West & Larkhall,E09000022,Lambeth,16164,12343,1694,1339,640,148
E05014112,Streatham Common & Vale,E09000022,Lambeth,16721,12663,1524,1473,949,112
E05014113,Streatham Hill East,E09000022,Lambeth,9895,8019,883,591,322,80
E05014114,Streatham Hill West & Thornton,E09000022,Lambeth,10234,8871,727,420,178,38
E05014115,Streatham St Leonard's,E09000022,Lambeth,15431,11929,1436,1232,730,104
E05014116,Streatham Wells,E09000022,Lambeth,9531,7673,866,668,282,42
E05014117,Vauxhall,E09000022,Lambeth,9411,7050,1359,727,245,30
E05014118,Waterloo & South Bank,E09000022,Lambeth,8733,6602,1254,630,207,40
E05014119,West Dulwich,E09000022,Lambeth,11088,9936,561,340,209,42
E05013714,Bellingham,E09000023,Lewisham,11264,9353,819,694,355,43
E05013715,Blackheath,E09000023,Lewisham,15655,13351,1245,627,356,76
E05013716,Brockley,E09000023,Lewisham,17346,14713,1445,733,381,74
E05013717,Catford South,E09000023,Lewisham,16570,13960,1047,1031,444,88
E05013718,Crofton Park,E09000023,Lewisham,14786,13246,774,482,244,40
E05013719,Deptford,E09000023,Lewisham,15884,12370,1565,1017,750,182
E05013720,Downham,E09000023,Lewisham,18090,15047,1240,1120,569,114
E05013721,Evelyn,E09000023,Lewisham,14483,10854,1950,1077,533,69
E05013722,Forest Hill,E09000023,Lewisham,14603,12862,906,492,298,45
E05013723,Grove Park,E09000023,Lewisham,14980,12772,978,788,362,80
E05013724,Hither Green,E09000023,Lewisham,19341,16158,1392,1134,557,100
E05013725,Ladywell,E09000023,Lewisham,14687,12649,1001,628,351,58
E05013726,Lee Green,E09000023,Lewisham,14329,12274,1033,674,295,53
E05013727,Lewisham Central,E09000023,Lewisham,8046,5794,1272,642,282,56
E05013728,New Cross Gate,E09000023,Lewisham,10514,8237,893,851,468,65
E05013729,Perry Vale,E09000023,Lewisham,17502,15512,995,630,320,45
E05013730,Rushey Green,E09000023,Lewisham,17879,14360,1460,1335,603,121
E05013731,Sydenham,E09000023,Lewisham,16608,14558,991,678,329,52
E05013732,Telegraph Hill,E09000023,Lewisham,16357,13941,1073,740,521,82
E05013810,Abbey,E09000024,Merton,9792,7812,1103,644,219,14
E05013811,Cannon Hill,E09000024,Merton,9604,7987,817,541,224,35
E05013812,Colliers Wood,E09000024,Merton,11106,8420,1250,914,450,72
E05013813,Cricket Green,E09000024,Merton,11584,8615,1161,1181,558,69
E05013814,Figge's Marsh,E09000024,Merton,10682,7662,1121,1295,543,61
E05013815,Graveney,E09000024,Merton,11329,7819,1275,1462,692,81
E05013816,Hillside,E09000024,Merton,8239,6684,998,392,146,19
E05013817,Lavender Fields,E09000024,Merton,11169,7840,1444,1254,564,67
E05013818,Longthornton,E09000024,Merton,11371,8259,1261,1219,539,93
E05013819,Lower Morden,E09000024,Merton,11065,9438,744,628,214,41
E05013820,Merton Park,E09000024,Merton,8055,6494,753,513,259,36
E05013821,Pollards Hill,E09000024,Merton,11464,9087,1005,932,385,55
E05013822,Ravensbury,E09000024,Merton,9122,6876,1006,834,344,62
E05013823,Raynes Park,E09000024,Merton,11739,9822,1108,531,242,36
E05013824,St Helier,E09000024,Merton,10715,7774,1225,1131,496,89
E05013825,Village,E09000024,Merton,11205,9861,813,380,138,13
E05013826,Wandle,E09000024,Merton,5986,4909,586,338,133,20
E05013827,West Barnes,E09000024,Merton,10090,8152,932,680,289,37
E05013828,Wimbledon Park,E09000024,Merton,10567,8995,960,451,135,26
E05013829,Wimbledon Town & Dundonald,E09000024,Merton,12129,10074,1319,551,160,25
E05013904,Beckton,E09000025,Newham,14752,9718,1914,1993,990,137
E05013905,Boleyn,E09000025,Newham,14905,9680,1770,2194,1130,131
E05013906,Canning Town North,E09000025,Newham,10274,7199,1289,1145,559,82
E05013907,Canning Town South,E09000025,Newham,6855,4852,1056,646,255,46
E05013908,Custom House,E09000025,Newham,17052,12033,1848,2056,974,141
E05013909,East Ham,E09000025,Newham,14400,8456,1967,2388,1407,182
E05013910,East Ham South,E09000025,Newham,17347,11719,1970,2333,1163,162
E05013911,Forest Gate North,E09000025,Newham,10321,7362,991,1166,693,109
E05013912,Forest Gate South,E09000025,Newham,16688,10940,1986,2200,1325,237
E05013913,Green Street East,E09000025,Newham,15929,8959,2296,2883,1566,225
E05013914,Green Street West,E09000025,Newham,15019,8732,2118,2546,1375,248
E05013915,Little Ilford,E09000025,Newham,17317,10878,2069,2656,1477,237
E05013916,Manor Park,E09000025,Newham,15088,9328,1777,2401,1348,234
E05013917,Maryland,E09000025,Newham,12276,8079,1558,1660,876,103
E05013918,Plaistow North,E09000025,Newham,16881,11041,1991,2334,1307,208
E05013919,Plaistow South,E09000025,Newham,12930,8603,1508,1752,966,101
E05013920,Plaistow West & Canning Town East,E09000025,Newham,16226,10918,1819,2202,1096,191
E05013921,Plashet,E09000025,Newham,11078,6500,1580,1771,1076,151
E05013922,Royal Albert,E09000025,Newham,9670,6992,1218,986,409,65
E05013923,Royal Victoria,E09000025,Newham,13832,10020,2475,1034,270,33
E05013924,Stratford,E09000025,Newham,15221,10383,2408,1692,614,124
E05013925,Stratford Olympic Park,E09000025,Newham,11464,8815,1658,768,201,22
E05013926,Wall End,E09000025,Newham,15982,8731,2501,2928,1583,239
E05013927,West Ham,E09000025,Newham,15134,10102,1743,2093,1082,114
E05011234,Aldborough,E09000026,Redbridge,14983,10266,2186,1748,690,93
E05011235,Barkingside,E09000026,Redbridge,14660,10347,1902,1685,639,87
E05011236,Bridge,E09000026,Redbridge,12881,10954,871,728,296,32
E05011237,Chadwell,E09000026,Redbridge,15897,12022,1706,1446,624,99
E05011238,Churchfields,E09000026,Redbridge,15069,12799,1131,782,314,43
E05011239,Clayhall,E09000026,Redbridge,13416,9790,1609,1363,562,92
E05011240,Clementswood,E09000026,Redbridge,13150,8222,1709,2007,1052,160
E05011241,Cranbrook,E09000026,Redbridge,12765,9229,1423,1341,671,101
E05011242,Fairlop,E09000026,Redbridge,14144,10466,1462,1508,645,63
E05011243,Fullwell,E09000026,Redbridge,15427,11953,1459,1333,591,91
E05011244,Goodmayes,E09000026,Redbridge,14446,9485,1859,1998,979,125
E05011245,Hainault,E09000026,Redbridge,14983,11743,1289,1275,595,81
E05011246,Ilford Town,E09000026,Redbridge,11388,6890,1994,1593,800,111
E05011247,Loxford,E09000026,Redbridge,14300,9143,1854,2084,1060,159
E05011248,Mayfield,E09000026,Redbridge,15350,11053,1731,1669,765,132
E05011249,Monkhams,E09000026,Redbridge,9292,8237,558,326,151,20
E05011250,Newbury,E09000026,Redbridge,13771,9055,2016,1823,753,124
E05011251,Seven Kings,E09000026,Redbridge,14484,9470,1956,1968,951,139
E05011252,South Woodford,E09000026,Redbridge,12021,10196,901,606,272,46
E05011253,Valentines,E09000026,Redbridge,14787,9745,2042,1895,955,150
E05011254,Wanstead Park,E09000026,Redbridge,7834,6885,468,319,148,14
E05011255,Wanstead Village,E09000026,Redbridge,12544,10939,849,537,197,22
E05013774,Barnes,E09000027,Richmond upon Thames,10186,8998,844,255,81,8
E05013775,East Sheen,E09000027,Richmond upon Thames,10279,9223,672,260,105,19
E05013776,Fulwell & Hampton Hill,E09000027,Richmond upon Thames,10384,9606,472,222,73,11
E05013777,"Ham, Petersham & Richmond Riverside",E09000027,Richmond upon Thames,10495,8796,1071,426,178,24
E05013778,Hampton,E09000027,Richmond upon Thames,9689,8993,455,172,61,8
E05013779,Hampton North,E09000027,Richmond upon Thames,9719,8718,493,334,140,34
E05013780,Hampton Wick & South Teddington,E09000027,Richmond upon Thames,10462,9541,585,235,86,15
E05013781,Heathfield,E09000027,Richmond upon Thames,10082,8319,843,585,277,58
E05013782,Kew,E09000027,Richmond upon Thames,11397,9901,998,376,107,15
E05013783,Mortlake & Barnes Common,E09000027,Richmond upon Thames,11250,10033,796,296,107,18
E05013784,North Richmond,E09000027,Richmond upon Thames,10442,9051,906,355,109,21
E05013785,St Margarets & North Twickenham,E09000027,Richmond upon Thames,11210,10051,756,298,90,15
E05013786,South Richmond,E09000027,Richmond upon Thames,10733,9266,1023,341,91,12
E05013787,South Twickenham,E09000027,Richmond upon Thames,10524,9736,503,201,79,5
E05013788,Teddington,E09000027,Richmond upon Thames,10210,9375,514,226,82,13
E05013789,Twickenham Riverside,E09000027,Richmond upon Thames,10938,9451,987,358,119,23
E05013790,West Twickenham,E09000027,Richmond upon Thames,10730,9677,598,337,97,21
E05013791,Whitton,E09000027,Richmond upon Thames,10129,8789,676,438,201,25
E05011095,Borough & Bankside,E09000028,Southwark,9137,7259,1205,505,136,32
E05011096,Camberwell Green,E09000028,Southwark,14777,11809,1218,990,644,116
E05011097,Champion Hill,E09000028,Southwark,9116,7822,650,412,196,36
E05011098,Chaucer,E09000028,Southwark,14609,11384,1851,862,426,86
E05011099,Dulwich Hill,E09000028,Southwark,9300,8393,458,252,165,32
E05011100,Dulwich Village,E09000028,Southwark,9785,9161,409,136,70,9
E05011101,Dulwich Wood,E09000028,Southwark,9919,8667,697,397,135,23
E05011102,Faraday,E09000028,Southwark,12051,9054,1133,992,734,138
E05011103,Goose Green,E09000028,Southwark,13122,11993,707,246,157,19
E05011104,London Bridge & West Bermondsey,E09000028,Southwark,14483,11717,1753,679,275,59
E05011105,Newington,E09000028,Southwark,13481,11038,1116,827,418,82
E05011106,North Bermondsey,E09000028,Southwark,15092,12226,1805,713,297,51
E05011107,North Walworth,E09000028,Southwark,15256,11545,1857,1212,558,84
E05011108,Nunhead & Queen's Road,E09000028,Southwark,15027,13164,810,586,388,79
E05011109,Old Kent Road,E09000028,Southwark,17953,13683,1499,1512,1029,230
E05011110,Peckham,E09000028,Southwark,14302,11619,1006,946,621,110
E05011111,Peckham Rye,E09000028,Southwark,9689,8850,425,256,129,29
E05011112,Rotherhithe,E09000028,Southwark,14904,11489,2119,881,368,47
E05011113,Rye Lane,E09000028,Southwark,13752,12012,791,522,352,75
E05011114,St George's,E09000028,Southwark,7974,6283,938,524,201,28
E05011115,St Giles,E09000028,Southwark,15921,12928,1271,1049,572,101
E05011116,South Bermondsey,E09000028,Southwark,15422,12141,1666,979,533,103
E05011117,Surrey Docks,E09000028,Southwark,12669,9753,2085,593,199,39
E05013754,Beddington,E09000029,Sutton,10655,9321,707,443,156,28
E05013755,Belmont,E09000029,Sutton,11145,9409,1025,483,201,27
E05013756,Carshalton Central,E09000029,Sutton,11242,10158,627,328,116,13
E05013757,Carshalton South & Clockhouse,E09000029,Sutton,9824,9087,454,194,74,15
E05013758,Cheam,E09000029,Sutton,10543,9585,554,298,95,11
E05013759,Hackbridge,E09000029,Sutton,6423,5312,595,399,106,11
E05013760,North Cheam,E09000029,Sutton,11294,9858,785,477,153,21
E05013761,St Helier East,E09000029,Sutton,8163,6941,572,444,176,30
E05013762,St Helier West,E09000029,Sutton,11845,9756,936,835,268,50
E05013763,South Beddington & Roundshaw,E09000029,Sutton,10502,9172,713,428,159,30
E05013764,Stonecot,E09000029,Sutton,7556,6369,616,409,141,21
E05013765,Sutton Central,E09000029,Sutton,11780,8921,1375,1058,390,36
E05013766,Sutton North,E09000029,Sutton,10937,9045,1004,605,244,39
E05013767,Sutton South,E09000029,Sutton,11711,9251,1373,805,249,33
E05013768,Sutton West & East Cheam,E09000029,Sutton,11084,9097,1052,689,215,31
E05013769,The Wrythe,E09000029,Sutton,10286,9180,582,386,118,20
E05013770,Wallington North,E09000029,Sutton,11498,10143,737,434,161,23
E05013771,Wallington South,E09000029,Sutton,10847,9540,685,446,142,34
E05013772,Worcester Park North,E09000029,Sutton,7970,6898,572,356,130,14
E05013773,Worcester Park South,E09000029,Sutton,6944,6335,307,203,85,14
E05009317,Bethnal Green,E09000030,Tower Hamlets,20437,15413,2091,1625,1111,197
E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,21096,15081,3728,1571,620,96
E05009319,Bow East,E09000030,Tower Hamlets,18814,15425,1741,988,586,74
E05009320,Bow West,E09000030,Tower Hamlets,13182,10728,1043,767,549,95
E05009321,Bromley North,E09000030,Tower Hamlets,10957,8164,956,1011,660,166
E05009322,Bromley South,E09000030,Tower Hamlets,13684,10075,1438,1126,886,159
E05009323,Canary Wharf,E09000030,Tower Hamlets,17237,11721,3370,1435,607,104
E05009324,Island Gardens,E09000030,Tower Hamlets,14254,10306,2269,1114,484,81
E05009325,Lansbury,E09000030,Tower Hamlets,20830,14934,2527,1955,1170,244
E05009326,Limehouse,E09000030,Tower Hamlets,6511,4807,990,407,244,63
E05009327,Mile End,E09000030,Tower Hamlets,20891,15189,2493,1798,1208,203
E05009328,Poplar,E09000030,Tower Hamlets,7621,5301,893,826,495,106
E05009329,St Dunstan's,E09000030,Tower Hamlets,13778,9924,1355,1307,947,245
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,11643,9097,1660,582,263,41
E05009331,St Peter's,E09000030,Tower Hamlets,19365,14309,2033,1624,1188,211
E05009332,Shadwell,E09000030,Tower Hamlets,12469,8498,1289,1432,1033,217
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,12818,8741,1863,1166,828,220
E05009334,Stepney Green,E09000030,Tower Hamlets,11979,8424,1128,1281,946,200
E05009335,Weavers,E09000030,Tower Hamlets,12872,9796,1487,833,631,125
E05009336,Whitechapel,E09000030,Tower Hamlets,18309,12202,2914,1838,1103,252
E05013882,Cann Hall,E09000031,Waltham Forest,15383,10977,1459,1945,865,137
E05013883,Cathall,E09000031,Waltham Forest,10133,7218,1061,1231,550,73
E05013884,Chapel End,E09000031,Waltham Forest,13431,10534,1111,1238,478,70
E05013885,Chingford Green,E09000031,Waltham Forest,11178,10094,483,392,177,32
E05013886,Endlebury,E09000031,Waltham Forest,8634,7675,400,381,157,21
E05013887,Forest,E09000031,Waltham Forest,15799,11919,1386,1516,863,115
E05013888,Grove Green,E09000031,Waltham Forest,14099,9881,1560,1730,783,145
E05013889,Hale End & Highams Park South,E09000031,Waltham Forest,9052,7854,570,419,177,32
E05013890,Hatch Lane & Highams Park North,E09000031,Waltham Forest,12731,11282,630,542,239,38
E05013891,High Street,E09000031,Waltham Forest,10291,7490,1093,1147,487,74
E05013892,Higham Hill,E09000031,Waltham Forest,13537,10432,1251,1184,584,86
E05013893,Hoe Street,E09000031,Waltham Forest,13604,10466,1171,1239,629,99
E05013894,Larkswood,E09000031,Waltham Forest,12850,10594,823,918,460,55
E05013895,Lea Bridge,E09000031,Waltham Forest,14451,10095,1547,1657,998,154
E05013896,Leyton,E09000031,Waltham Forest,13179,9643,1321,1406,708,101
E05013897,Leytonstone,E09000031,Waltham Forest,11860,9224,1178,983,419,56
E05013898,Markhouse,E09000031,Waltham Forest,9656,7020,868,1102,603,63
E05013899,St James,E09000031,Waltham Forest,11963,9145,1150,1065,530,73
E05013900,Upper Walthamstow,E09000031,Waltham Forest,8069,6627,547,619,239,37
E05013901,Valley,E09000031,Waltham Forest,13807,11198,893,1135,508,73
E05013902,William Morris,E09000031,Waltham Forest,13919,10378,1329,1504,616,92
E05013903,Wood Street,E09000031,Waltham Forest,9026,7124,751,709,379,63
E05014009,Balham,E09000032,Wandsworth,16870,15086,1136,442,176,30
E05014010,Battersea Park,E09000032,Wandsworth,18336,14150,2519,1182,423,62
E05014011,East Putney,E09000032,Wandsworth,16650,13608,1919,776,287,60
E05014012,Falconbrook,E09000032,Wandsworth,11611,8797,1477,978,300,59
E05014013,Furzedown,E09000032,Wandsworth,17096,13710,1496,1196,550,144
E05014014,Lavender,E09000032,Wandsworth,12173,10625,1166,283,80,19
E05014015,Nine Elms,E09000032,Wandsworth,5216,3826,1006,286,91,7
E05014016,Northcote,E09000032,Wandsworth,12764,11260,1127,282,81,14
E05014017,Roehampton,E09000032,Wandsworth,18499,13718,2128,1755,781,117
E05014018,St Mary's,E09000032,Wandsworth,13791,11088,1769,716,201,17
E05014019,Shaftesbury & Queenstown,E09000032,Wandsworth,15258,12813,1346,744,307,48
E05014020,South Balham,E09000032,Wandsworth,9792,8800,531,297,149,15
E05014021,Southfields,E09000032,Wandsworth,11862,10349,986,355,144,28
E05014022,Thamesfield,E09000032,Wandsworth,15786,13830,1391,408,133,24
E05014023,Tooting Bec,E09000032,Wandsworth,16440,13658,1295,947,468,72
E05014024,Tooting Broadway,E09000032,Wandsworth,16701,13204,1485,1303,598,111
E05014025,Trinity,E09000032,Wandsworth,10561,9573,578,292,95,23
E05014026,Wandle,E09000032,Wandsworth,10410,8934,830,463,156,27
E05014027,Wandsworth Common,E09000032,Wandsworth,15874,14066,1083,526,178,21
E05014028,Wandsworth Town,E09000032,Wandsworth,17452,14919,1551,687,260,35
E05014029,West Hill,E09000032,Wandsworth,16262,12159,2160,1353,521,69
E05014030,West Putney,E09000032,Wandsworth,16434,13580,1664,841,305,44
E05013792,Abbey Road,E09000033,Westminster,12652,9565,1776,865,392,54
E05013793,Bayswater,E09000033,Westminster,11779,8732,2015,764,233,35
E05013794,Church Street,E09000033,Westminster,11276,7555,1469,1292,791,169
E05013795,Harrow Road,E09000033,Westminster,10850,8312,1280,802,395,61
E05013796,Hyde Park,E09000033,Westminster,9876,6600,1967,902,364,43
E05013797,Knightsbridge & Belgravia,E09000033,Westminster,10933,8070,1706,861,250,46
E05013798,Lancaster Gate,E09000033,Westminster,10997,7474,2223,961,295,44
E05013799,Little Venice,E09000033,Westminster,10048,7448,1510,651,368,71
E05013800,Maida Vale,E09000033,Westminster,11293,8366,1755,776,342,54
E05013801,Marylebone,E09000033,Westminster,12129,8740,2423,703,240,23
E05013802,Pimlico North,E09000033,Westminster,10106,7991,1335,554,198,28
E05013803,Pimlico South,E09000033,Westminster,10345,7859,1272,836,308,70
E05013804,Queen's Park,E09000033,Westminster,12351,9579,1148,1041,514,69
E05013805,Regent's Park,E09000033,Westminster,11562,8630,1887,756,262,27
E05013806,St James's,E09000033,Westminster,9887,7370,1514,698,272,33
E05013807,Vincent Square,E09000033,Westminster,10377,7798,1543,696,305,35
E05013808,West End,E09000033,Westminster,11047,7906,2110,699,290,42
E05013809,Westbourne,E09000033,Westminster,11535,8401,1492,1068,491,83
